,href,city,buildingType,district,microDistrict,street,buildNumber,roomsTotal,metro,totalArea,livingArea,kitchenArea,floor,floorCount,price,longitude,latitude,distance,azimuth,priceMetr
320,https://valion.ua/properties/947994/,Киев,Квартиры,Оболонский,Оболонь,Семьи Кульженков ул.,31а,1,Минская,49.0,18.0,16.0,24,25,1700000,0.0,0.0,6294223.410841964,217.4,34693.87755102041
321,https://valion.ua/properties/948754/,Киев,Квартиры,Соломенский,Чоколовка,Авиаконструктора Антонова ул.,2б,1,Вокзальная,59.0,21.0,12.0,7,24,2500000,30.4637301,50.4302269,4788.882490229425,242.62,42372.8813559322
322,https://valion.ua/properties/947744/,Киев,Квартиры,Оболонский,Минский,Бережанская ул.,15,1,Героев Днепра,37.0,15.0,10.0,17,25,845000,30.4597657,50.5136161,8403.111487591954,327.46,22837.837837837837
323,https://valion.ua/properties/947552/,Киев,Квартиры,Дарницкий,None,Елены Пчелки ул.,6,1,Позняки,47.0,18.0,14.0,7,24,1625000,30.63116908108759,50.41684715,8485.21567068437,115.78,34574.46808510638
324,https://valion.ua/properties/948539/,Киев,Квартиры,Оболонский,Оболонь,Иорданская ул.,24б,1,Оболонь,29.0,14.0,7.0,2,9,1036000,30.51049308985087,50.50013855,5654.525185719037,350.55,35724.137931034486
325,https://valion.ua/properties/941035/,Киев,Квартиры,Днепровский,Левобережный,Окипной Раисы ул.,8,2,Левобережная,90.0,50.0,19.0,9,9,3214000,0.0,0.0,6294223.410841964,217.4,35711.11111111111
326,https://valion.ua/properties/945161/,Киев,Квартиры,Соломенский,Шулявка,Борщаговская ул.,117,1,Политехнический институт,29.0,17.0,6.0,8,9,955500,30.4511267,50.4458981,5168.550553944141,264.95,32948.275862068964
327,https://valion.ua/properties/920468/,Киев,Квартиры,Днепровский,Березняки,Миколайчука Ивана ул.,17/2,3,Левобережная,57.6,41.0,7.0,3,9,1245430,0.0,0.0,6294223.410841964,217.4,21622.04861111111
328,https://valion.ua/properties/948855/,Киев,Квартиры,Дарницкий,Осокорки,Днепровская набережная,16,1,Осокорки,42.0,16.0,13.0,11,26,1625000,30.6142012,50.4005996,8463.903395917521,130.53,38690.47619047619
329,https://valion.ua/properties/948385/,Киев,Квартиры,Святошинский,Академгородок,Роллана Ромена бульвар,5,1,Академгородок,30.0,22.0,6.0,3,5,796480,30.3678057,50.4348545,11195.222758061018,261.38,26549.333333333332
330,https://valion.ua/properties/948343/,Киев,Квартиры,Печерский,None,Тверской тупик,6/8,2,Печерская,46.0,29.0,8.0,3,5,1650000,30.532025799266236,50.42297859999999,3064.6665770270924,168.78,35869.565217391304
331,https://valion.ua/properties/923758/,Киев,Квартиры,Соломенский,Чоколовка,Фучика Юлиуса ул.,13,2,Вокзальная,46.0,28.0,7.0,5,13,1127000,0.0,0.0,6294223.410841964,217.4,24500.0
332,https://valion.ua/properties/880936/,Киев,Квартиры,Подольский,Подол,Андреевская ул.,11/7,1,Почтовая площадь,34.0,18.0,8.0,2,5,2100000,30.52277227605988,50.4619775,1333.6819227770745,357.45,61764.705882352944
333,https://valion.ua/properties/948348/,Киев,Квартиры,Печерский,None,Дружбы Народов бульвар,30/1,2,None,54.0,32.0,9.0,3,5,2091000,30.5450264,50.4175301,3919.267204610201,157.2,38722.22222222222
334,https://valion.ua/properties/947758/,Киев,Квартиры,Подольский,None,Замковецкая ул.,106б,1,Оболонь,45.0,18.0,14.0,1,6,1350000,30.427337,50.494489,8438.18355643858,306.02,30000.0
